itemCode,prodOrder,projectCode,customer,description,status
AS2300009,PD2506393,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-122-เฟืองขับแบบมีดุม RS60-1,Ready to Start
LA11518A061402,PD2506393,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-122-เฟืองขับแบบมีดุม RS60-1,Ready to Start
AS2300009,PD2506394,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-86-Bush-5,Ready to Start
LA11518A061403,PD2506394,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-86-Bush-5,Ready to Start
AS2300009,PD2506395,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-101-Plate เชื่อมฐานมอเตอร์,Ready to Start
LA11518A06412A,PD2506395,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-101-Plate เชื่อมฐานมอเตอร์,Ready to Start
LA11518A06412B,PD2506396,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-114-Weld Plate for torque arm,Ready to Start
AS2300009,PD2506396,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-114-Weld Plate for torque arm,Ready to Start
LA11518A06412D,PD2506397,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-129-Plateเชื่อม Torque Arm-1,Ready to Start
AS2300009,PD2506397,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-129-Plateเชื่อม Torque Arm-1,Ready to Start
AS2300009,PD2506398,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-77-Body plate Lift ground-L,Ready to Start
LA11518A074101,PD2506398,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-77-Body plate Lift ground-L,Ready to Start
LA11518A074102,PD2506399,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-78-Plate supportผนัง,Ready to Start
AS2300009,PD2506399,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-78-Plate supportผนัง,Ready to Start
AS2300009,PD2506400,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-123-แบบเชื่อมผนังสไลด์ L2,Planned
LA11518A074103,PD2506400,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-123-แบบเชื่อมผนังสไลด์ L2,Planned
LA11518A074104,PD2506401,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-83-แบบเชื่อมผนังสไลด์ L1,Planned
AS2300009,PD2506401,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-83-แบบเชื่อมผนังสไลด์ L1,Planned
AS2300009,PD2506402,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-125-Body plate Lift ground-L-1,Ready to Start
LA11518A074105,PD2506402,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-125-Body plate Lift ground-L-1,Ready to Start
AS2300009,PD2506403,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-73-Plate หิ้วสไลด์-1,Ready to Start
LA11518A094101,PD2506403,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-73-Plate หิ้วสไลด์-1,Ready to Start
LA11518A094102,PD2506404,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-72-Plate เชื่อมหิ้ว-1,Ready to Start
AS2300009,PD2506404,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-72-Plate เชื่อมหิ้ว-1,Ready to Start
AS2300009,PD2506405,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-71-Part for lift up,Ready to Start
LA11518A094103,PD2506405,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-71-Part for lift up,Ready to Start
LA11518A184301,PD2506406,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-65-ซัพพอทตั้ง โซ่-2,Ready to Start
AS2300009,PD2506406,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-65-ซัพพอทตั้ง โซ่-2,Ready to Start
AS2300009,PD2506407,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-108-สลักดันโซ่-1,Ready to Start
LA11518A184302,PD2506407,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-108-สลักดันโซ่-1,Ready to Start
AS2300009,PD2506408,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-47-Support Motor-1,Ready to Start
LA11518A01451A,PD2506408,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-47-Support Motor-1,Ready to Start
AS2300009,PD2506409,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-46-Plate support Motor-1ipt,Ready to Start
LA11518A01451B,PD2506409,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-46-Plate support Motor-1ipt,Ready to Start
LA11518A01157A,PD2506410,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-49-Plate adjust โซ่-1,Ready to Start
AS2300009,PD2506410,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-49-Plate adjust โซ่-1,Ready to Start
LA11518A01161A,PD2506411,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-115-เฟืองคู่ Roller,Ready to Start
AS2300009,PD2506411,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-115-เฟืองคู่ Roller,Ready to Start
AS2300009,PD2506412,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-31-Body part Roller-2,Ready to Start
LA11518A01461B,PD2506412,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-31-Body part Roller-2,Ready to Start
LA11518A014602,PD2506413,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-28-ฝาปิดท้ายเพลา-2,Ready to Start
AS2300009,PD2506413,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-28-ฝาปิดท้ายเพลา-2,Ready to Start
AS2300009,PD2506414,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-40-เฟืองเดี่ยว แบบยาว,Ready to Start
LA11518A01471A,PD2506414,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-40-เฟืองเดี่ยว แบบยาว,Ready to Start
AS2300009,PD2506415,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-39-Roller-แบบยาว,Ready to Start
LA11518A01481A,PD2506415,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-39-Roller-แบบยาว,Ready to Start
AS2300009,PD2506416,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-27-Body free roller-1,Ready to Start
LA11518A01491A,PD2506416,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-27-Body free roller-1,Ready to Start
LA11518A06417A,PD2506417,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-105-Plate ผนัง-6,Ready to Start
AS2300009,PD2506417,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-105-Plate ผนัง-6,Ready to Start
LA11518A06417B,PD2506418,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-84-Plate ยึดแกนสไลด์,Ready to Start
AS2300009,PD2506418,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-84-Plate ยึดแกนสไลด์,Ready to Start
AS2300009,PD2506419,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-112-Plate support ผนัง,Ready to Start
LA11518A06417C,PD2506419,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-112-Plate support ผนัง,Ready to Start
AS2300009,PD2506420,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-103-Plate ผนัง-5,Ready to Start
LA11518A06419A,PD2506420,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-103-Plate ผนัง-5,Ready to Start
AS2300009,PD2506421,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-80-Plate ค้ำผนัง-1,Ready to Start
LA11518A06411A,PD2506421,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-80-Plate ค้ำผนัง-1,Ready to Start
AS2300009,PD2506422,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-106-Plate support Sproket,Ready to Start
LA11518A06411B,PD2506422,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-106-Plate support Sproket,Ready to Start
LA11518A07413A,PD2506423,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-87-Plate L-2,Ready to Start
AS2300009,PD2506423,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-87-Plate L-2,Ready to Start
AS2300009,PD2506424,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-124-ผนัง L-1,Ready to Start
LA11518A07414A,PD2506424,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-124-ผนัง L-1,Ready to Start
SO2500003,PD2515482,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),00-00 Ass'y Magazin Pallet_AAI_H750mm,Completed
D4103260000000,PD2515482,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),00-00 Ass'y Magazin Pallet_AAI_H750mm,Completed
D410324A031000,PD2515483,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-08  Weld Beam,Completed
SO2500003,PD2515483,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-08  Weld Beam,Completed
SO2500003,PD2515484,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-01 Support PX-2,Completed
D410324A071000,PD2515484,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-01 Support PX-2,Completed
SO2500003,PD2515485,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-04 Al 30x30-1 for Support PX,Completed
D410324A101000,PD2515485,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-04 Al 30x30-1 for Support PX,Completed
SO2500003,PD2515486,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-06 Support PX-1,Completed
D410324A121000,PD2515486,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-06 Support PX-1,Completed
D410324A141000,PD2515487,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-08 Assy Sensor-1,Completed
SO2500003,PD2515487,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-08 Assy Sensor-1,Completed
SO2500003,PD2515488,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-10 แผ่นยึด Sensor,Completed
D410324A161000,PD2515488,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-10 แผ่นยึด Sensor,Completed
SO2500003,PD2515489,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-11 Support Limit D4MC-5020,Completed
D410324A171000,PD2515489,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-11 Support Limit D4MC-5020,Completed
SO2500003,PD2515490,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-13 แผ่นเกลียวยึดฐานเซ็นเซอร์,Completed
D410324A201000,PD2515490,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-13 แผ่นเกลียวยึดฐานเซ็นเซอร์,Completed
SO2500003,PD2515491,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-14 Al 30x30-1 for Support PX-1,Completed
D410324A211000,PD2515491,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-14 Al 30x30-1 for Support PX-1,Completed
SO2500003,PD2515492,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-15 แผ่นยึด Sensor+ แผ่นสะท้อน 3,Completed
D410324A221000,PD2515492,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-15 แผ่นยึด Sensor+ แผ่นสะท้อน 3,Completed
D410326A011000,PD2515493,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-00 Ass'y Magazin Pallet L_H750mm,Completed
SO2500003,PD2515493,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-00 Ass'y Magazin Pallet L_H750mm,Completed
SO2500003,PD2515494,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),03-00 Ass'y Column bracket pallet1300,Completed
D410326A021000,PD2515494,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),03-00 Ass'y Column bracket pallet1300,Completed
SO2500003,PD2515495,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-00 Ass'y Magazin Pallet R_H750mm,Completed
D410326A031000,PD2515495,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-00 Ass'y Magazin Pallet R_H750mm,Completed
D410326A041000,PD2515496,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-10 เพลากลาง 30 mm H750mm,Completed
SO2500003,PD2515496,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-10 เพลากลาง 30 mm H750mm,Completed
SO2500003,PD2515497,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-11 ลิ่ม 10x8,Completed
D410326A051000,PD2515497,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-11 ลิ่ม 10x8,Completed
SO2500003,PD2515498,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-00 Assy Sensor-2,Completed
D410326A061000,PD2515498,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-00 Assy Sensor-2,Completed
SO2500003,PD2515499,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-01 แผ่นยึด Sensor,Completed
D410326A071000,PD2515499,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-01 แผ่นยึด Sensor,Completed
SO2500003,PD2515500,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-02 Ass'y Sensor chek 11 pallet,Completed
D410326A081000,PD2515500,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-02 Ass'y Sensor chek 11 pallet,Completed
SO2500003,PD2515501,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-05 แผ่นเกลียวยึดฐานเซ็นเซอร์,Completed
D410324A111000,PD2515501,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-05 แผ่นเกลียวยึดฐานเซ็นเซอร์,Completed
D410324A131000,PD2515502,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-07 Al 30x30-1 for Support Sensor-1,Completed
SO2500003,PD2515502,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-07 Al 30x30-1 for Support Sensor-1,Completed
D410324A151000,PD2515503,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-09 แผ่นยึด Sensor+ แผ่นสะท้อน 1,Completed
SO2500003,PD2515503,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),06-09 แผ่นยึด Sensor+ แผ่นสะท้อน 1,Completed
SO2500003,PD2515504,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-08 Magazine,Completed
D410324A034100,PD2515504,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-08 Magazine,Completed
SO2500003,PD2515505,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-09 Magazine,Completed
D410324A034200,PD2515505,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-09 Magazine,Completed
SO2500003,PD2515506,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-01 Machine Column 1_H750mm,Ready to Start
D410326A011100,PD2515506,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-01 Machine Column 1_H750mm,Ready to Start
SO2500003,PD2515507,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-26 Column,Completed
D410324A011300,PD2515507,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-26 Column,Completed
D410324A011600,PD2515508,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-17  Machine Support motor,Completed
SO2500003,PD2515508,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-17  Machine Support motor,Completed
SO2500003,PD2515509,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-01 Top Beam,Completed
D410324A011700,PD2515509,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-01 Top Beam,Completed
SO2500003,PD2515510,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-24 Stopper Y axis-1,Completed
D410324A011800,PD2515510,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-24 Stopper Y axis-1,Completed
SO2500003,PD2515511,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-13 Weld  Top Beam,Completed
D410324A011B00,PD2515511,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04-13 Weld  Top Beam,Completed
SO2500003,PD2515512,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-39 Support Bearing-4,Completed
D410324A011C00,PD2515512,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-39 Support Bearing-4,Completed
SO2500003,PD2515513,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-39 Ass'y Scaw jack,Completed
D410324A011D00,PD2515513,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-39 Ass'y Scaw jack,Completed
SO2500003,PD2515514,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),Ass'y coupling 20-24 mm,Completed
D410324A034300,PD2515514,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),Ass'y coupling 20-24 mm,Completed
D410324A034400,PD2515515,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),Ass'y coupling 20-30 mm,Completed
SO2500003,PD2515515,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),Ass'y coupling 20-30 mm,Completed
SO2500003,PD2515516,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-32 Machine Beam-2,Completed
D410324A041100,PD2515516,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-32 Machine Beam-2,Completed
D410324A231000,PD2515517,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-35 ลิ่ม 6x6,Completed
SO2500003,PD2515517,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-35 ลิ่ม 6x6,Completed
SO2500003,PD2515518,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-27 Machine Column 2_H750mm,Ready to Start
D410326A011200,PD2515518,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-27 Machine Column 2_H750mm,Ready to Start
SO2500003,PD2515519,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-09 Guad-1,Completed
D410326A011300,PD2515519,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-09 Guad-1,Completed
SO2500003,PD2515520,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),02-00 Assy Adjust-1 H750 mm,Completed
D410326A011400,PD2515520,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),02-00 Assy Adjust-1 H750 mm,Completed
SO2500003,PD2515521,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),02-00 Assy Adjust H750mm-2,Completed
D410326A011500,PD2515521,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),02-00 Assy Adjust H750mm-2,Completed
SO2500003,PD2515522,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-00 Ass'y Arm Fork,Completed
D410326A011E00,PD2515522,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-00 Ass'y Arm Fork,Completed
SO2500003,PD2515523,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),03-01 Column bracket pallet1300,Completed
D410326A024100,PD2515523,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),03-01 Column bracket pallet1300,Completed
SO2500003,PD2515524,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04 แผ่นยึด Sensor,Completed
D410326A061100,PD2515524,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),04 แผ่นยึด Sensor,Completed
SO2500003,PD2515525,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-02  Weld  Column-1_H750mm,Completed
